Time,RPM,Setpoint
2879324,900.00,1800.00
2881368,900.00,1800.00
2883404,900.00,1800.00
2885444,900.00,1800.00
2887484,900.00,1800.00
2889524,900.00,1800.00
2891564,900.00,1800.00
2893604,900.00,1800.00
2895644,900.00,1800.00
2897684,900.00,1800.00
2899724,900.00,1800.00
2901764,900.00,1800.00
2903868,900.00,1800.00
2905844,600.00,1800.00
2907888,900.00,1800.00
2909924,900.00,1800.00
2911964,600.00,1800.00
2914004,900.00,1800.00
2916044,900.00,1800.00
2918084,900.00,1800.00
2920124,900.00,1800.00
2922164,900.00,1800.00
2924204,900.00,1800.00
2926244,900.00,1800.00
2928284,1200.00,1800.00
2930408,900.00,1800.00
2932456,1200.00,1800.00
2934576,1200.00,1800.00
2936700,900.00,1800.00
2938740,900.00,1800.00
2940780,1200.00,1800.00
2942904,900.00,1800.00
2944944,1200.00,1800.00
2947068,1200.00,1800.00
2949192,1200.00,1800.00
2951368,1200.00,1800.00
2953444,1200.00,1800.00
2955568,900.00,1800.00
2957624,1200.00,1800.00
2959740,1500.00,1800.00
2961860,1200.00,1800.00
2963984,1200.00,1800.00
2966116,1200.00,1800.00
2968232,1500.00,1800.00
2970360,1200.00,1800.00
2972484,1200.00,1800.00
2974608,1200.00,1800.00
2976736,1200.00,1800.00
2978876,1200.00,1800.00
2980984,1200.00,1800.00
2983108,1200.00,1800.00
2985236,1500.00,1800.00
2987360,1500.00,1800.00
2989484,1500.00,1800.00
2991616,1200.00,1800.00
2993736,1500.00,1800.00
2995860,1500.00,1800.00
2997984,1200.00,1800.00
3000120,1500.00,1800.00
3002236,1200.00,1800.00
3004360,1500.00,1800.00
3006484,1200.00,1800.00
3008636,1500.00,1800.00
3010760,1200.00,1800.00
3012884,1500.00,1800.00
3015012,1200.00,1800.00
3017136,1200.00,1800.00
3019260,1500.00,1800.00
3021392,1200.00,1800.00
3023512,1200.00,1800.00
3025636,1500.00,1800.00
3027760,1200.00,1800.00
3029884,1200.00,1800.00
3032012,1200.00,1800.00
3034136,1500.00,1800.00
3036268,1200.00,1800.00
3038384,1200.00,1800.00
3040512,900.00,1800.00
3042620,1200.00,1800.00
3044676,1200.00,1800.00
3046800,900.00,1800.00
3048868,1200.00,1800.00
3050964,900.00,1800.00
3053004,1200.00,1800.00
3055132,1200.00,1800.00
3057256,1200.00,1800.00
3059380,1200.00,1800.00
3061504,900.00,1800.00
3063544,1200.00,1800.00
3065672,900.00,1800.00
3067712,900.00,1800.00
3069752,900.00,1800.00
3071792,900.00,1800.00
3073868,900.00,1800.00
3075872,900.00,1800.00
3077912,900.00,1800.00
3079952,900.00,1800.00
3081992,900.00,1800.00
3084032,900.00,1800.00
3086072,900.00,1800.00
3088112,600.00,1800.00
3090152,900.00,1800.00
3092192,900.00,1800.00
3094232,600.00,1800.00
3096272,900.00,1800.00
3098312,900.00,1800.00
3100352,900.00,1800.00
3102392,900.00,1800.00
3104432,900.00,1800.00
3106472,600.00,1800.00
3108512,600.00,1800.00
3110564,900.00,1800.00
3112620,900.00,1800.00
3114644,900.00,1800.00
3116684,900.00,1800.00
3118724,900.00,1800.00
3120764,1200.00,1800.00
3122892,900.00,1800.00
3124932,1200.00,1800.00
3127056,1200.00,1800.00
3129180,1200.00,1800.00
3131376,900.00,1800.00
3133344,1200.00,1800.00
3135472,1200.00,1800.00
3137624,1500.00,1800.00
3139720,1200.00,1800.00
3141844,1200.00,1800.00
3143972,1200.00,1800.00
3146096,1200.00,1800.00
3148220,1200.00,1800.00
3150344,1500.00,1800.00
3152472,1500.00,1800.00
3154596,1500.00,1800.00
3156720,1500.00,1800.00
3158868,1500.00,1800.00
3160972,1500.00,1800.00
3163096,1500.00,1800.00
3165220,1500.00,1800.00
3167344,1500.00,1800.00
3169472,1500.00,1800.00
3171596,1800.00,1800.00
3173720,1800.00,1800.00
3175844,1800.00,1800.00
3177972,1500.00,1800.00
3180124,1500.00,1800.00
3182220,1800.00,1800.00
3184344,1500.00,1800.00
3186472,1800.00,1800.00
3188596,1800.00,1800.00
3190720,1800.00,1800.00
3192852,1500.00,1800.00
3194972,1800.00,1800.00
3197096,1800.00,1800.00
3199220,1800.00,1800.00
3201368,1800.00,1800.00
3203472,1800.00,1800.00
3205596,1800.00,1800.00
3207772,1800.00,1800.00
3209896,1800.00,1800.00
3212024,1800.00,1800.00
3214148,1500.00,1800.00
3216272,1800.00,1800.00
3218404,1500.00,1800.00
3220524,1800.00,1800.00
3222648,1800.00,1800.00
3224772,1800.00,1800.00
3226896,1500.00,1800.00
3229024,1500.00,1800.00
3231148,1800.00,1800.00
3233272,1500.00,1800.00
3235396,1200.00,1800.00
3237524,1500.00,1800.00
3239648,1500.00,1800.00
3241772,1200.00,1800.00
3243896,1200.00,1800.00
3246024,1200.00,1800.00
3248148,1200.00,1800.00
3250272,1200.00,1800.00
3252396,1500.00,1800.00
3254524,1200.00,1800.00
3256648,1200.00,1800.00
3258772,1200.00,1800.00
3260896,1200.00,1800.00
3263024,1200.00,1800.00
3265152,1200.00,1800.00
3267272,1200.00,1800.00
3269396,1200.00,1800.00
3271524,900.00,1800.00
3273564,900.00,1800.00
3275604,1200.00,1800.00
3277728,900.00,1800.00
3279768,900.00,1800.00
3281808,900.00,1800.00
3283876,900.00,1800.00
3285896,900.00,1800.00
3287928,900.00,1800.00
3289968,900.00,1800.00
3292008,900.00,1800.00
3294048,900.00,1800.00
3296088,900.00,1800.00
3298128,600.00,1800.00
3300168,900.00,1800.00
3302208,600.00,1800.00
3304248,600.00,1800.00
3306360,600.00,1800.00
3308372,600.00,1800.00
3310412,600.00,1800.00
3312452,600.00,1800.00
3314492,600.00,1800.00
3316532,900.00,1800.00
3318572,600.00,1800.00
3320612,900.00,1800.00
3322652,900.00,1800.00
3324692,900.00,1800.00
3326732,900.00,1800.00
3328772,900.00,1800.00
3330812,900.00,1800.00
3332852,900.00,1800.00
3334892,1200.00,1800.00
3337020,900.00,1800.00
3339064,1200.00,1800.00
3341184,1200.00,1800.00
3343308,1200.00,1800.00
3345432,900.00,1800.00
3347476,1200.00,1800.00
3349600,1200.00,1800.00
3351724,1200.00,1800.00
3353876,900.00,1800.00
3355888,1200.00,1800.00
3358012,1200.00,1800.00
3360140,1200.00,1800.00
3362264,1200.00,1800.00
3364388,1200.00,1800.00
3366512,1200.00,1800.00
3368640,1200.00,1800.00
3370764,1200.00,1800.00
3372888,1200.00,1800.00
3375012,1200.00,1800.00
3377140,1200.00,1800.00
3379264,1500.00,1800.00
3381392,1200.00,1800.00
3383512,1200.00,1800.00
3385640,1200.00,1800.00
3387764,1200.00,1800.00
3389888,1200.00,1800.00
3392020,1200.00,1800.00
3394140,1500.00,1800.00
3396264,1500.00,1800.00
3398388,1200.00,1800.00
3400512,1500.00,1800.00
3402644,1500.00,1800.00
3404764,1200.00,1800.00
3406888,1500.00,1800.00
3409036,1500.00,1800.00
3411160,1500.00,1800.00
3413284,1500.00,1800.00
3415412,1200.00,1800.00
3417536,1200.00,1800.00
3419660,1200.00,1800.00
3421792,1500.00,1800.00
3423912,1500.00,1800.00
3426036,1200.00,1800.00
3428168,1500.00,1800.00
3430284,1200.00,1800.00
3432412,1200.00,1800.00
3434536,1200.00,1800.00
3436660,1200.00,1800.00
3438784,1200.00,1800.00
3440912,1200.00,1800.00
3443036,1200.00,1800.00
3445160,900.00,1800.00
3447200,1200.00,1800.00
3449324,1200.00,1800.00
3451452,1200.00,1800.00
3453576,1200.00,1800.00
3455700,1200.00,1800.00
3457824,900.00,1800.00
3459864,900.00,1800.00
3461904,900.00,1800.00
3463944,900.00,1800.00
3465984,900.00,1800.00
3468032,900.00,1800.00
3470120,900.00,1800.00
3472104,900.00,1800.00
3474144,900.00,1800.00
3476184,900.00,1800.00
3478224,900.00,1800.00
3480264,900.00,1800.00
3482304,900.00,1800.00
3484344,600.00,1800.00
3486392,900.00,1800.00
3488424,900.00,1800.00
3490464,900.00,1800.00
3492504,600.00,1800.00
3494544,900.00,1800.00
3496584,900.00,1800.00
3498624,900.00,1800.00
3500664,600.00,1800.00
3502704,900.00,1800.00
3504744,900.00,1800.00
3506784,600.00,1800.00
3508888,600.00,1800.00
3510924,600.00,1800.00
3512964,900.00,1800.00
3515004,900.00,1800.00
3517044,900.00,1800.00
3519084,900.00,1800.00
3521124,900.00,1800.00
3523164,900.00,1800.00
3525204,900.00,1800.00
3527244,900.00,1800.00
3529284,1200.00,1800.00
3531408,900.00,1800.00
3533448,900.00,1800.00
3535488,900.00,1800.00
3537528,900.00,1800.00
3539568,900.00,1800.00
3541608,1200.00,1800.00
3543732,900.00,1800.00
3545772,1200.00,1800.00
3547896,900.00,1800.00
3549940,1200.00,1800.00
3552064,1200.00,1800.00
3554188,1200.00,1800.00
3556376,1200.00,1800.00
3558436,1200.00,1800.00
3560564,1200.00,1800.00
3562688,1200.00,1800.00
3564812,1200.00,1800.00
3566944,1500.00,1800.00
3569064,1200.00,1800.00
3571188,1200.00,1800.00
3573312,1200.00,1800.00
3575436,1200.00,1800.00
3577620,1200.00,1800.00
3579688,1500.00,1800.00
3581812,1200.00,1800.00
3583944,1200.00,1800.00
3586068,1500.00,1800.00
3588188,1500.00,1800.00
3590312,1500.00,1800.00
3592440,1500.00,1800.00
3594564,1500.00,1800.00
3596688,1200.00,1800.00
3598868,1500.00,1800.00
3600940,1500.00,1800.00
3603064,1500.00,1800.00
3605188,1200.00,1800.00
3607312,1500.00,1800.00
3609456,1200.00,1800.00
3611580,1500.00,1800.00
3613712,1500.00,1800.00
3615828,1500.00,1800.00
3617956,1500.00,1800.00
3620120,1500.00,1800.00
3622204,1500.00,1800.00
3624328,1200.00,1800.00
3626456,1500.00,1800.00
3628580,1200.00,1800.00
3630704,1500.00,1800.00
3632832,1200.00,1800.00
3634956,1200.00,1800.00
3637080,1200.00,1800.00
3639204,1200.00,1800.00
3641376,1200.00,1800.00
3643456,1200.00,1800.00
3645580,1200.00,1800.00
3647704,1200.00,1800.00
3649828,1200.00,1800.00
3651956,900.00,1800.00
3653996,1200.00,1800.00
3656120,1200.00,1800.00
3658244,1200.00,1800.00
3660372,900.00,1800.00
3662408,1200.00,1800.00
3664536,900.00,1800.00
3666576,1200.00,1800.00
3668700,900.00,1800.00
3670740,1200.00,1800.00
3672864,900.00,1800.00
3674904,900.00,1800.00
3676944,900.00,1800.00
3678984,900.00,1800.00
3681024,900.00,1800.00
3683064,900.00,1800.00
3685120,900.00,1800.00
3687144,900.00,1800.00
3689184,900.00,1800.00
3691224,600.00,1800.00
3693264,900.00,1800.00
3695304,900.00,1800.00
3697344,900.00,1800.00
3699384,600.00,1800.00
3701424,900.00,1800.00
3703464,600.00,1800.00
3705504,900.00,1800.00
3707612,900.00,1800.00
3709584,900.00,1800.00
3711636,600.00,1800.00
3713676,900.00,1800.00
3715716,600.00,1800.00
3717756,900.00,1800.00
3719796,600.00,1800.00
3721844,900.00,1800.00
3723876,900.00,1800.00
3725916,900.00,1800.00
3727956,900.00,1800.00
3729996,900.00,1800.00
3732036,900.00,1800.00
3734076,900.00,1800.00
3736116,1200.00,1800.00
3738244,900.00,1800.00
3740284,1200.00,1800.00
3742408,1200.00,1800.00
3744532,1200.00,1800.00
3746660,900.00,1800.00
3748704,1200.00,1800.00
3750824,900.00,1800.00
3752864,1200.00,1800.00
3754992,1200.00,1800.00
3757112,900.00,1800.00
3759152,1200.00,1800.00
3761276,1200.00,1800.00
3763404,1200.00,1800.00
3765528,1500.00,1800.00
3767652,1200.00,1800.00
3769776,1200.00,1800.00
3771904,1200.00,1800.00
3774036,1500.00,1800.00
3776152,1200.00,1800.00
3778276,1200.00,1800.00
3780404,1200.00,1800.00
3782528,1200.00,1800.00
3784652,1500.00,1800.00
3786776,1200.00,1800.00
3788904,1200.00,1800.00
3791028,1200.00,1800.00
3793152,1200.00,1800.00
3795276,1500.00,1800.00
3797404,1500.00,1800.00
3799528,1500.00,1800.00
3801652,1500.00,1800.00
3803776,1500.00,1800.00
3805904,1200.00,1800.00
3808028,1500.00,1800.00
3810212,1200.00,1800.00
3812328,1500.00,1800.00
3814452,1200.00,1800.00
3816576,1500.00,1800.00
3818700,1500.00,1800.00
3820828,1500.00,1800.00
3822952,1200.00,1800.00
3825120,1500.00,1800.00
3827200,1500.00,1800.00
3829328,1200.00,1800.00
3831452,1500.00,1800.00
3833576,1500.00,1800.00
3835700,1500.00,1800.00
3837828,1200.00,1800.00
3839952,1500.00,1800.00
3842076,1500.00,1800.00
3844200,1200.00,1800.00
3846368,1200.00,1800.00
3848452,1500.00,1800.00
3850576,1200.00,1800.00
3852700,1500.00,1800.00
3854828,1200.00,1800.00
3856952,1500.00,1800.00
3859076,1200.00,1800.00
3861200,1500.00,1800.00
3863328,1200.00,1800.00
3865452,1200.00,1800.00
3867620,1500.00,1800.00
3869708,1200.00,1800.00
3871828,1200.00,1800.00
3873952,1200.00,1800.00
3876076,1200.00,1800.00
3878208,1200.00,1800.00
3880328,1500.00,1800.00
3882452,1200.00,1800.00
3884576,1200.00,1800.00
3886700,1200.00,1800.00
3888876,1200.00,1800.00
3890960,1200.00,1800.00
3893076,1200.00,1800.00
3895200,1200.00,1800.00
3897328,1200.00,1800.00
3899452,1200.00,1800.00
3901576,1200.00,1800.00
3903700,1200.00,1800.00
3905828,1200.00,1800.00
3907952,1200.00,1800.00
3910196,1200.00,1800.00
3912232,1200.00,1800.00
3914356,1200.00,1800.00
3916484,900.00,1800.00
3918524,1200.00,1800.00
3920648,1200.00,1800.00
3922772,1200.00,1800.00
3924896,1200.00,1800.00
3927024,1200.00,1800.00
3929148,900.00,1800.00
3931188,1200.00,1800.00
3933312,1200.00,1800.00
3935436,1200.00,1800.00
3937620,1200.00,1800.00
3939688,900.00,1800.00
3941728,1200.00,1800.00
3943868,1200.00,1800.00
3945976,1200.00,1800.00
3948104,900.00,1800.00
3950144,1200.00,1800.00
3952268,1200.00,1800.00
3954392,1200.00,1800.00
3956516,1200.00,1800.00
3958644,1200.00,1800.00
3960768,1200.00,1800.00
3962900,1200.00,1800.00
3965016,900.00,1800.00
3967056,1200.00,1800.00
3969184,1200.00,1800.00
3971368,1200.00,1800.00
3973432,900.00,1800.00
3975472,1200.00,1800.00
3977624,900.00,1800.00
3979636,1200.00,1800.00
3981764,1200.00,1800.00
3983888,1200.00,1800.00
3986012,900.00,1800.00
3988052,1200.00,1800.00
3990176,900.00,1800.00
3992216,1200.00,1800.00
3994344,900.00,1800.00
3996388,1200.00,1800.00
3998508,1200.00,1800.00
4000632,1200.00,1800.00
4002756,1200.00,1800.00
4004884,900.00,1800.00
4006928,900.00,1800.00
4008968,1200.00,1800.00
4011128,900.00,1800.00
4013168,1200.00,1800.00
4015292,900.00,1800.00
4017332,1200.00,1800.00
4019456,1200.00,1800.00
4021584,1200.00,1800.00
4023716,1200.00,1800.00
4025832,1200.00,1800.00
4027956,1200.00,1800.00
4030120,1200.00,1800.00
4032208,1200.00,1800.00
4034332,1200.00,1800.00
4036456,1200.00,1800.00
4038584,1200.00,1800.00
4040712,1200.00,1800.00
4042832,1200.00,1800.00
4044956,1200.00,1800.00
4047084,1200.00,1800.00
4049208,900.00,1800.00
4051248,1200.00,1800.00
4053372,1200.00,1800.00
4055504,900.00,1800.00
4057620,900.00,1800.00
4059576,900.00,1800.00
4061616,1200.00,1800.00
4063744,900.00,1800.00
4065784,900.00,1800.00
4067824,1200.00,1800.00
4069948,1200.00,1800.00
4072072,1200.00,1800.00
4074196,1200.00,1800.00
4076368,1200.00,1800.00
4078448,1200.00,1800.00
4080572,900.00,1800.00
4082624,1200.00,1800.00
4084744,1200.00,1800.00
4086864,1200.00,1800.00
4088988,900.00,1800.00
4091028,900.00,1800.00
4093068,1200.00,1800.00
4095192,1200.00,1800.00
4097316,900.00,1800.00
4099356,900.00,1800.00
4101396,1200.00,1800.00
4103524,1200.00,1800.00
4105648,1200.00,1800.00
4107772,900.00,1800.00
4109812,900.00,1800.00
4111908,900.00,1800.00
4113940,1200.00,1800.00
4116068,900.00,1800.00
4118104,1200.00,1800.00
4120232,900.00,1800.00
4122272,1200.00,1800.00
4124396,1200.00,1800.00
4126520,1200.00,1800.00
4128644,1200.00,1800.00
4130772,1200.00,1800.00
4132896,1500.00,1800.00
4135020,1200.00,1800.00
4137144,1200.00,1800.00
4139272,1200.00,1800.00
4141396,1500.00,1800.00
4143520,1200.00,1800.00
4145644,1200.00,1800.00
4147772,1200.00,1800.00
4149904,1200.00,1800.00
4152020,1500.00,1800.00
4154144,1200.00,1800.00
4156272,1200.00,1800.00
4158396,1200.00,1800.00
4160532,1500.00,1800.00
4162644,1500.00,1800.00
4164772,1500.00,1800.00
4166896,1200.00,1800.00
4169020,1500.00,1800.00
4171144,1200.00,1800.00
4173272,1500.00,1800.00
4175396,1200.00,1800.00
4177520,1500.00,1800.00
4179644,1500.00,1800.00
4181772,1500.00,1800.00
4183896,1500.00,1800.00
4186020,1500.00,1800.00
4188144,1500.00,1800.00
4190272,1500.00,1800.00
4192396,1500.00,1800.00
4194520,1200.00,1800.00
4196644,1500.00,1800.00
4198772,1500.00,1800.00
4200896,1500.00,1800.00
4203020,1500.00,1800.00
4205144,1500.00,1800.00
4207272,1500.00,1800.00
4209396,1500.00,1800.00
4211560,1500.00,1800.00
4213688,1500.00,1800.00
4215816,1500.00,1800.00
4217944,1500.00,1800.00
4220128,1200.00,1800.00
4222192,1500.00,1800.00
4224312,1200.00,1800.00
4226436,1500.00,1800.00
4228560,1500.00,1800.00
4230684,1200.00,1800.00
4232812,1500.00,1800.00
4234936,1200.00,1800.00
4237060,1200.00,1800.00
4239184,1200.00,1800.00
4241376,1200.00,1800.00
4243436,1200.00,1800.00
4245560,1200.00,1800.00
4247684,1200.00,1800.00
4249816,1200.00,1800.00
4251936,1200.00,1800.00
4254060,1200.00,1800.00
4256184,900.00,1800.00
4258224,1200.00,1800.00
4260352,900.00,1800.00
4262392,1200.00,1800.00
4264516,1200.00,1800.00
4266640,900.00,1800.00
4268680,900.00,1800.00
4270720,1200.00,1800.00
4272848,900.00,1800.00
4274888,1200.00,1800.00
4277012,900.00,1800.00
4279052,900.00,1800.00
4281092,1200.00,1800.00
4283216,900.00,1800.00
4285256,900.00,1800.00
4287296,900.00,1800.00
4289336,900.00,1800.00
4291376,900.00,1800.00
4293416,900.00,1800.00
4295456,600.00,1800.00
4297496,900.00,1800.00
4299544,900.00,1800.00
4301576,600.00,1800.00
4303616,900.00,1800.00
4305656,900.00,1800.00
4307696,900.00,1800.00
4309736,900.00,1800.00
4311808,900.00,1800.00
4313868,900.00,1800.00
4315888,900.00,1800.00
4317928,900.00,1800.00
4319968,900.00,1800.00
4322008,900.00,1800.00
